CardSort_Unadj,Flanker_Unadj,ProcSpeed_Unadj,WM_Task_2bk_Acc,ListSort_Unadj,PicSeq_Unadj,PMAT24_A_CR,PMAT24_A_SI,PMAT24_A_RTCR,AngAffect_Unadj,FearAffect_Unadj,Sadness_Unadj,Relational_Task_Match_Median_RT,Relational_Task_Rel_Median_RT,PicVocab_Unadj,ReadEng_Unadj,Language_Task_Story_Avg_Difficulty_Level,VSPLOT_CRTE,IWRD_RTC,SCPT_TPRT,Endurance_Unadj
122.94,116.43,124.27,97.569,144.5,125.71,23,0,19490,48.4,46,43,1192.75,1621.5,145.2734,133.721,12.571,1045,1657.5,520,120.38
114.32,108.18,138.72,83.507,130.38,125.71,21,0,32118,50.9,63,50.8,1547.5,1824.5,124.7792,125.7007,11.232,2037,1649.75,440,120.13
115.84,106.89,93.82,89.931,104.06,97.46,14,5,9380,57.1,59.8,62.2,1450.5,1857.75,132.3688,132.7345,8.911,873.5714,1532.5,490,122.12
115.29,114.53,96.52,77.431,133.93,120.32,16,3,11839,47.9,51.2,44.2,1607.5,1583.75,110.61,111.63,9.911,998.5714,1325,470,100.75
108.33,105.63,121.22,60.069,100.43,95.07,6,13,4509.5,49.5,46.9,46.3,1598,2135,116.651,99.92009,8.982,776.6667,1482.5,440,93.09
117.54,125.34,125.02,97.569,121.89,105.63,22,0,24914,54.4,65.6,56.6,1229.5,1535.5,130.71,121.26,11.179,1142.7142,1373.75,490,116.84
103.77,114.61,100.29,88.715,112.89,121.82,22,0,13760,40.4,63.3,48.5,1624,2023.75,114.8764,121.1854,11.179,1155.6666,1567.5,650,108.89
100.6,93.57,138.72,85.069,104.06,97.65,13,6,13180,51.8,54.4,42.4,1517.5,2588.75,105.6663,103.5347,9,996.5,1747.5,530,112.28
123.61,129.71,98.16,81.25,108.06,109.96,20,0,16671,35.4,46.9,39,1283.5,1869,126.5832,123.3659,11.679,1183.8413,1647.25,460,124.62
123.02,106.14,93.82,68.924,104.06,103.59,13,6,9770,70,68.5,58.8,1178.5,1248.25,99.54,106.57,8.071,931.48413,2182.5,465,103.15
118.5,118.19,128.07,96.354,121.89,116.13,20,0,8668.5,54.1,52.3,49.9,1052.5,1516.5,118.29,115.52,10.464,975,1069,420,104.22
116.08,142.11,91.62,83.507,108.06,104.34,21,0,45590,36.9,50.6,44.7,1693,1953.25,125.9663,121.2317,12.571,1117.625,1610,480,101.76
110.99,105.15,135.98,97.569,108.06,135.55,10,9,4535,54.1,46,44.8,1070,1302.75,118.477,113.2085,12.143,763.125,1350,470,94.41
136.1,142.11,154.69,62.153,93.9,104.95,12,7,8697,44.2,40.1,43.8,1700,2087.75,99.68977,104.6023,5.167,1136.9625,1501.5,468,99.88
119.76,121.42,127.97,88.368,100.43,125.71,20,0,19245.5,48.7,47.2,45.6,1277.5,2103.75,111.15,103.91,11.25,978.51135,1250.5,410,92.78
128.95,130.68,133.26,100,117.39,135.55,24,0,14153,54.3,52.1,46.1,1124,1931.25,113.2644,122.3832,12.446,1369.375,1160,420,116.99
129.77,124.78,154.69,81.944,121.89,116.13,21,0,11670,44.6,46.7,43.9,1595.75,2064.25,140.7528,130.2654,11.929,998.5714,1145,500,116.84
113.99,120.9,108.36,91.146,84.63,121.82,22,0,17152.5,49,51.2,48.1,1252,2107.5,134.26,146.16,11.429,896.5091,1341.75,481.5,118.09
129.82,110.98,114.14,86.285,100.43,113.72,9,10,4462,46,42.9,42.8,1673,2320.5,110.26,103.68,11.375,804.5714,1723.75,439.5,94.8
112.04,106.78,111.11,86.111,117.39,112.39,19,0,20148,50.9,54.9,57.6,1343.5,1926,114.8529,107.663,11.179,636.1875,1405,460,96.79
130,126.63,119.85,71.875,84.63,102.63,22,0,22837,54.9,48.6,53.4,1250,1547.5,117.53,111.91,9.054,1078.5714,1388.5,408,125.28
107.74,103.95,117.02,52.431,93.9,97.54,12,7,7633.5,54.7,63.3,62.2,1308.5,1637.5,108.93,124.83,10.321,880.4545,1592.25,440,108.06
134.08,108.4,117.2,88.542,104.06,111.35,21,0,11440,51.8,54.1,46.1,1306.5,2017,137.4778,145.6397,11.286,1035,1552.5,550,111.26
109.54,119.7,112.98,78.472,121.89,116.13,15,4,8888,28.6,32.9,34.2,1740,2048.75,122.73,112.69,11.804,951.9,1505.75,427,103.43
107.79,95.8,72.24,75.174,121.89,109.47,9,10,5010,56.1,61.6,50.8,1584.5,2097.5,128.1601,128.4154,9.607,1497.9762,1640,515,101.89
120.68,127.39,146.95,91.146,126.18,102.18,7,12,3796,49.5,40.9,43.4,1290,2569,113.4137,116.899,10.339,1225.1428,1428.5,440,114.93
136.1,127.53,110.12,97.569,117.39,103.28,8,11,2725,38.1,41.7,39.4,966,1510,117.62,123.93,11.571,560.55554,1204.5,390,93.22
113.93,107.82,118.37,93.75,93.9,112.39,21,0,18183,44.6,51.2,34.2,1250,2214.75,122.06,122.71,10.482,1470.8264,1519.5,465,112.08
119.39,111.98,125.07,84.722,93.9,106.6,15,4,7650,34.6,32.9,34.2,1130,1701.25,116.91,118.85,11.107,1291.25,1575,450,108.04
108.21,110.74,109.05,87.326,121.89,104.34,20,0,21150,31.6,37.9,34.2,1399,2506.75,113.896,117.1148,8.75,1538.8889,1637.5,530,119.45
97.57,100.47,100.69,78.299,126.18,110.13,22,0,16831,48.2,54,43,2018,2374.5,118.34,132.65,10.214,1218.3,1665,450,92.16
123.42,123.33,106.57,91.146,104.06,88.97,17,2,31420,54,51.2,55,1478.25,2594.5,117.2298,121.1766,11.25,1156.3195,1580,520,110.21
117.07,125.46,111.91,69.792,112.89,109.04,14,5,5064.5,48.4,59.8,51,1823.5,2365.25,118.86,114.33,10.179,630,1424.75,420,145.17
123.58,109.62,113.13,93.75,112.89,125.71,23,0,22972,45.9,42.6,38.5,1681,2370.25,115.86,116.17,12.571,1800,1890.5,490,121
118.32,114.29,94.57,77.257,100.43,121.82,19,0,32470,51.1,60.7,76.5,1271.5,2023.5,106.29,104.1,9.75,1112,1380,490,102.07
103.89,95.9,135.98,92.535,112.89,102.93,17,2,8760,50.6,59.8,48.2,1120,2254.25,125.7097,130.7467,11.179,910,1314.5,410,118.3
108.08,107.92,129.82,85.069,126.18,118.7,21,0,9580,37.8,41.4,34.2,1328,2016.25,136.049,129.6218,11.661,733.875,1272.5,550,144.02
112.9,107.48,107.86,88.368,117.39,113.72,21,0,17070,43,49.6,38.5,1363,1743.5,119.1,127.68,10.893,1093.3334,1647.5,450,114.63
116.55,101.99,109.36,64.931,100.43,135.55,11,8,3750,47.5,49.6,41.5,1387.25,1793.25,112.82,112.52,11.679,1320,1817.5,440,97.87
119.76,116.72,96.06,92.535,108.06,122.66,15,4,11790,54,49,46.1,1363,1782.5,112.2093,115.3645,12.571,934.44446,1940,530,114.58
112.04,112.13,105.28,64.062,93.9,113.72,10,9,10070,40.5,45.9,56.9,1523,2127.5,113.9494,120.5032,8.679,1368.75,1542.5,500,108.87
105.99,99.86,102.91,82.118,121.89,125.71,21,0,21339,59.2,63.3,58.8,1369,1888.5,115.6633,106.5137,9.75,1421.2858,1982.25,460,99.93
108.18,97.34,129.82,68.056,117.39,109.96,12,7,5574.5,44.2,32.9,34.2,1476.5,1487.75,116.5913,112.6107,10.482,1158.5714,1417.5,420,113.29
108.25,104.72,101.6,84.722,104.06,93.23,19,0,11510,58.8,66.9,47.6,1461,1639.25,123.2308,126.4789,9.304,974.8571,1402.5,485,110.94
143.94,116.34,149.88,97.396,126.18,118.7,18,1,8469,52.2,54.4,44,942,934.75,112.2389,121.4331,12.446,921,1242.5,400,119.8
111.22,113.5,96.06,77.257,108.06,118.39,19,0,20080,46.1,50.6,47.6,1352,1817.75,119.8787,105.5136,10.179,925.7143,1470,470,118.51
116.59,109.62,110.12,72.569,100.43,90.25,21,0,24939,49.8,58.3,49.9,1987,2652,110.8088,113.546,11.5,816.9231,1665,480,126.06
118.52,113.32,103.62,97.569,112.89,111.46,20,0,35177.5,54.1,54.4,47.6,1325,1614.5,113.03,107.57,10.464,1411.8572,1877,491,117.89
104.38,104.59,100.17,56.076,93.9,99.4,18,1,25726,28.6,46,46.1,1770.25,2436.5,99.61,103.02,4.875,1610.2142,1732,560,110.76
111.94,107.76,119.98,82.118,117.39,125.71,20,0,18256,28.6,32.9,42.6,1356.75,2090.75,109.9719,108.9928,10.214,1400,1510,545,107.16
109.81,106.72,115.42,83.681,117.39,135.55,22,0,16841.5,42.2,32.9,34.2,1574.5,2084.5,114.55,110.42,11.679,969.1667,1552.5,490,103.13
115.03,125.54,108.58,95.139,133.93,91.76,23,0,14679,45.1,51.2,45.6,1496.5,2078.25,137.54,140.06,12.571,1481.8956,2052.5,480,89.7
115.91,106.78,113.4,92.535,121.89,109.47,19,0,10931,47,49.6,46.1,1300,1921.25,125.57,122.55,10.054,772.2222,1865,530,107.25
122.99,114.33,149.88,88.715,108.06,135.55,22,0,18009,59.4,59.7,52.5,1350.5,1835,117.2627,121.3263,11.643,1157.1428,1495,420,110.28
143.94,114.29,117.2,83.333,108.06,135.55,21,0,13370,34.5,49.3,34.2,1419,2374.5,110.2664,114.8657,10.036,832,1052.5,460,104.37
121.24,118.28,110.12,77.431,100.43,135.55,15,4,11949,57.1,55.1,52.7,1379,1434.25,135.1487,130.1794,11.179,1442.5454,1529.75,450,127.84
113.6,94.89,96.06,63.715,112.89,125.71,17,2,47748,35.9,55.1,45.7,1770,1997.5,104.0429,106.5325,9.167,1670.9404,1810,520,100.23
107.84,96.43,109.81,88.889,121.89,125.71,20,0,13979,47.2,51.2,49.4,1499,2408.75,118.1,126.17,10.714,1127.75,1444,461,108.57
102.11,108.59,115.22,63.368,96.99,99.71,9,10,3424,53.2,59.7,53.5,1143,1716,101.47,108.74,8.714,704.8889,1235.75,420,111.98
120.38,99.32,118.67,89.931,100.43,87.1,18,1,19000,32.7,32.9,34.2,1397,1765.75,124.1657,119.0421,12.143,1427.1428,1232.5,425,121
111.88,98.51,124.27,87.5,108.06,135.55,7,12,3070,44.3,51,42.1,1466.5,2216.25,114.1786,106.6453,11.929,544.25,1100,410,123.83
112.4,117.4,154.69,96.181,130.38,135.55,20,0,16450,45.1,44.3,46.1,1158,1428.25,122.3772,117.1033,11.446,817.7778,1210,475,124.26
113.3,112.21,85.34,89.931,112.89,120.32,21,0,18340,47.5,46,41.2,1150,1417.5,115.0555,115.3504,11.714,872.5595,1355,480,92.98
116.5,110.53,133.26,83.333,117.39,135.55,24,0,14750,42.4,40.1,34.2,1349,2263.75,116.2988,109.4593,10.643,1274,1327.5,450,96.59
128.19,127.66,150.84,87.326,117.39,114.48,21,0,22850,49.8,49,49.9,1394.5,2646.75,115.7057,112.6149,11.5,1370.8334,1480,450,119.16
107.98,117.71,104.06,93.75,104.06,101.99,20,0,18665,58.8,56.5,52.5,1120,1324,118.9679,129.5944,11.929,914.875,1257.5,470,117.67
101.27,111.62,109.88,72.396,112.89,118.7,12,7,6544,44.4,35.9,34.2,1819.25,2560.5,118.54,106.86,9.893,918.375,1782.25,569,112.47
107.14,109.54,115.83,61.111,104.06,135.55,9,10,4700,28.6,42.7,42.1,1279.75,1750,107.4004,110.0629,10.5,671.4286,1577.5,580,101.56
113.2,104.82,119.98,80.903,117.39,122.66,17,2,15200,44.6,51.2,44,1499.5,2387.25,120.6846,116.366,11.929,1480,1635,400,104.09
118.45,112.13,122.72,84.549,104.06,125.07,9,10,3200,43.8,46,34.2,1597.5,2415.25,109.7422,109.1947,11.357,669.1667,1487.5,460,108.91
125.42,110.91,107.82,89.931,108.06,118.39,22,0,30865,53.9,54,51.7,1373.75,2147.75,121.22,117.58,11.107,1174.2858,1417.5,540,107.04
122.5,114.23,127.53,87.153,121.89,108.29,20,0,10140,40.3,32.9,34.2,1269.25,1943,132.41,135.36,10.607,923.8071,1260,550,121
98.44,130.89,128.25,87.326,108.06,108.29,10,9,9595,40.6,45.2,42.2,1673,2155,102.8098,104.3683,9.524,995.625,1527.5,430,97.91
118.76,131.61,118.67,92.535,108.06,100.97,21,0,15329,49.7,56,55,1302,1887.75,118.3415,113.1191,11.214,1004.875,1535,505,103.54
120.24,114.33,117.15,97.569,126.18,125.71,20,0,23879,67.2,56,62.2,1434.5,2128.5,110.83,126.87,12,864.2143,1322.5,440,132
105.94,93.13,107.8,91.146,108.06,102.63,14,5,10135,49.5,55.7,57.6,1561.5,2080.75,107.0814,103.4563,11.929,892.375,1537.5,510,111.2
114.23,114.7,107.8,84.722,130.38,135.55,21,0,24521,42.4,46.7,46.1,1011.5,1725.75,110.1274,124.373,10.125,1870.0549,1685,470,127.84
128.03,106.2,105.28,91.146,137.98,125.71,23,0,21880,39.4,32.9,34.2,1051,1550.25,126.0044,122.5554,11.929,841.0227,1397.5,420,110.99
143.94,136.62,129.14,91.319,100.43,135.55,22,0,14976,52.8,54.1,43.6,1103,1691.25,125.97,124.94,10.071,1165.2678,1177.5,450,115.52
106.14,93.64,105.28,67.187,117.39,112.39,13,6,8020,46.4,46,46.1,1258,1364.25,120.5634,118.4759,11.179,725.5,1440,410,104.33
122.12,104.32,86.42,94.965,133.93,112.39,23,0,11970,50.3,53.7,55.5,1358.5,1732,134.2792,131.8461,12.143,908.38464,1360,470,119.72
130.59,120.9,122.31,78.472,112.89,113.72,15,4,11493,40.3,51.4,41,1160.5,1731.75,121.11,114.31,9.804,1390.257,1345.25,400,111.74
95.39,94.89,93.85,82.118,104.06,102.93,22,0,19666.5,44.2,47.2,48.1,2012,2636,110.18,113.03,10.964,1277.7,1483,412,117.5
122.94,115.31,108.36,88.889,126.18,108.93,10,9,4383.5,35.3,38.3,34.2,1115.5,1536.25,128.6,125.74,9.839,898.2857,1079.5,482,104.07
123.05,112.25,113.4,62.847,108.06,109.47,21,0,23109,64.3,70.2,60.6,1183,1999.25,118.6504,106.4497,10.893,1328.75,1510,520,124.02
132.18,117.28,94.92,61.285,108.06,108.89,18,1,11605,54,64.9,65.8,1412,1931,106.3371,110.1555,8.804,930.9091,1717.5,470,111.96
119.58,142.11,125.64,85.243,108.06,109.47,23,0,12179,36.3,52.2,45.7,1458.25,2150,124.2415,134.631,11.804,1279.091,1175,440,126.2
114.39,115.73,117.2,92.361,108.06,120.32,20,0,16825,50.7,63.9,62.3,1113,1634.75,120.1457,117.5174,8.179,919.625,1735,465,106.3
114.35,120.49,122.72,77.431,112.89,119.72,21,0,27631,49.8,61.3,59.8,1567.75,2471.25,118.0758,114.0911,9.054,1299.7142,1767.5,520,110.99
111.2,105.22,107.8,87.5,108.06,111.35,12,7,6884,59,59.8,58.9,1552.75,2338.5,103.7439,114.4487,10.464,818.125,1900,380,100.69
123.23,116.43,152.77,96.181,126.18,135.55,19,0,14340,43,51.2,46.1,1242,1910,130.0463,125.4287,11.179,702.8571,1855,510,120.24
121.77,125.05,117.87,94.965,126.18,112.39,7,12,1989,38,41.2,34.2,1261,1894.5,113.48,122.27,10.893,540,1295,430,111.93
119.87,118.12,129.82,94.965,104.06,109.04,20,0,27755,47.5,51.2,43.6,1807.75,1685.75,104.8351,103.2814,7.982,970.9091,1515,505,111.36
113.9,115.38,124.93,74.653,117.39,116.13,11,8,3850,28.6,32.9,34.2,1169.5,972.5,106.23,102.25,8.214,566.5873,1335,455,116.97
123.99,112.77,121.22,96.354,126.18,125.71,20,0,8844.5,52.8,45.7,46.1,1435,1883.5,122.8005,125.3169,12.446,1098.6643,1485,460,116.57
112.62,123.46,90.59,88.542,96.99,100.18,20,0,34215.5,46,56.5,48.7,1718,2364.75,122.2997,124.1721,10.339,1055,1610,440,112.32
126.58,119.97,117.67,92.361,108.06,87.75,21,0,14580,41.4,52.9,42.2,1179,1729.25,109.36,111.17,11.214,1259.1818,1722.5,455,128.95
122.5,89.59,89.64,86.111,104.06,116.13,20,0,20001.5,47.5,54.9,41.3,1804.5,2026.5,117.3556,111.714,9.607,1234.4615,1414.5,410,116.06
133.28,111.24,122.7,100,117.39,118.7,20,0,14663.5,57.4,46.2,54.3,1185.5,1773.75,123.66,124.57,11.036,896.1111,1949.5,452.5,101.38
114.32,116.34,115.9,85.069,104.06,122.66,22,0,18069.5,56.4,53.9,46.1,1407,1953.5,113.7,110.88,12.018,1072.5,1760,480,92.68
117.98,121.28,134.82,89.931,108.06,101.78,19,0,20470,44.2,41.7,34.2,1217.5,2152.25,113.1324,113.7257,11.875,1541.091,1335,450,132.17
134.24,123.33,131.39,96.354,126.18,106.4,12,7,4030,60.6,59.8,48.1,1503,2004,120.92,120.4,12.571,668.875,1305,440,110.19
111.59,109.37,112.65,83.507,112.89,101.57,19,0,42985,51.3,59.8,41.5,1304.5,2082.25,114.12,114.48,10.393,1814.4375,1790,480,118.59
112.74,117.89,121.22,81.424,108.06,135.55,15,4,18900,55.6,50.4,42,1669.5,1565.25,101.1325,93.86195,10.464,1122.4045,1830,484.5,113.29
99.01,100.04,98.16,65.451,100.43,101.57,16,3,17801,51.6,59.6,53.3,1702.5,2342.75,116.1344,112.6398,10.482,2751.4285,1980,550,113.29
119.76,114.15,109.84,95.139,112.89,135.55,23,0,25601,28.6,54,38.9,1526.5,1928.75,105.98,115.97,9.018,992,2495,506,93.15
113.03,124.13,101.28,88.542,100.43,116.13,21,0,18360,54.4,51.2,51.3,1627,2260.5,119.88,115.16,11.107,1154.5714,1440,470,118.27
111.26,117.4,123.79,74.653,100.43,121.82,17,2,17519,44.5,51.2,45.5,1508.5,2112.5,101.08,109.25,10.179,1069.7142,1505.5,420,133.12
116.7,113.07,126.95,92.361,112.89,135.55,19,0,18180,51.7,51.7,38.9,1259,1632,116.529,105.9446,11.929,880.55554,1572.5,485,127.84
104.77,110.9,107.74,58.854,93.9,88.06,5,14,2730,42.5,46.9,50.8,1687.75,1628.5,104.42,107.98,8.196,1744,1395.25,508,111.98
116.64,109.37,135.98,84.549,100.43,121.82,22,0,12039.5,33.3,40,34.2,1651.5,2365.5,117.7173,124.9449,11.571,809.9091,1229.5,490,92.16
116.7,113.75,77.83,87.326,112.89,121.82,17,2,20284,52,51.2,51.3,1658,2372.75,102.9776,120.9898,12,1079.5,1804.5,450,125.61
104.98,102.05,98.16,75.694,108.06,95.17,16,3,23744.5,40,51.7,34.2,1332.5,1569.75,121.2995,123.5326,10.268,1142.0635,1387.5,490,105.13
113.99,112.56,112.26,87.326,126.18,125.71,23,0,23370,54.1,51.2,48.1,1332.5,2128.75,117.85,118.53,10.679,1373.3517,1805,470,117.7
119.58,108.94,126.95,96.354,100.43,93.31,16,3,12870,36.4,37.9,44.8,1157.5,1619.75,112.9418,126.2651,11.571,1545,1515,470,117.59
117.17,107.24,105.64,92.361,117.39,112,18,1,19034.5,43.2,38.8,39.4,1475.5,2168.75,109.72,111.13,11.107,1098.625,1682,450,105.61
114.11,118.42,106.57,76.736,100.43,109.47,8,11,7030,39.6,53.7,34.2,1770.25,2164.25,105.4997,110.8987,8.589,2261.4285,2340,450,98.91
128.4,118.66,114.52,97.569,117.39,100.97,21,0,14060,28.6,32.9,34.2,1219.5,2017.5,115.4399,106.5689,11.589,1426.0983,1445,415,120.4
119.14,105.26,107.8,74.479,121.89,110.7,23,0,18260,41.9,52.9,46.1,1345.5,1751.5,121.103,130.57,9.911,2288.875,1820,430,101.56
118.33,118.28,117.67,90.104,117.39,102.77,18,1,14752,58.9,64.9,64,1987,2683.5,115.48,111.28,10.464,725.95,1540.25,410,96.85
128.42,124.78,144.47,93.576,117.39,120.32,14,5,11845,54.9,43.9,55.4,1101.5,1930.5,110.4944,120.518,10.321,1377.409,1452.5,550,125.95
97.15,96.28,103.83,56.424,104.06,114.48,16,3,14329,49.8,32.9,44.2,1596,2193.5,104.6,121.57,6.411,695.7143,1457.25,450,103.35
121.78,112.45,138.72,80.903,112.89,125.71,18,1,7834.5,54.1,51.2,48.1,1036.5,1656,137.5687,124.1406,10.089,799.2857,1150,415,114.35
110.55,127.95,116.01,93.924,121.89,111.35,21,0,16720,32,46,45.5,1682,2441.25,119.55,112.25,8.893,1091.4286,1507.5,470,92.87
108.49,102.16,107.86,92.535,108.06,106.85,12,7,8409.5,51,51.2,51.2,1467.5,2204.75,109.03,112.71,10.786,670,1467.5,500,125.45
107.98,113.42,105.08,63.368,108.06,121.82,11,8,6880,52.3,49.2,34.2,1598.5,2423.25,121.67,103.27,10.071,1501.0358,1522,458,95.37
124.39,114.61,102.91,98.785,117.39,121.82,18,1,19165,52,56,55,1227.5,2058,123.7836,127.9707,10.464,1034.7916,1410,440,113.29
118.69,124.92,154.69,98.785,126.18,135.55,17,2,5859,45.6,51.2,43.3,1218,1758.75,115.0595,117.5935,12.446,1022.375,1447.5,410,123.33
113.53,122.4,89.64,78.993,112.89,107.09,16,3,23320.5,47,46,45.6,2161,2059,133.6614,150.705,11.929,1418.1818,1552.5,450,131.14
106.28,95.78,115.83,88.715,133.93,119.72,21,0,34090,48.5,51.2,42.8,894,1333.25,117.8552,123.4622,11.714,1032.8572,1415,440,104.1
98.12,103.14,110,48.611,117.39,111.46,12,7,9185,64,59.8,62.5,1445.5,2231.25,106.93,113.69,9.75,1382.7273,1683.75,453,92.88
119.52,124.78,138.72,89.757,130.38,113.72,18,1,10980,52.5,48.7,42.6,1071,1668.25,114.5398,124.0158,12.571,1085,1282.5,450,107.42
118.5,121.09,137.25,78.472,117.39,118.7,12,7,8465,28.6,32.9,34.2,1457.5,1169.25,118.2223,105.4301,9.536,1782.0865,1450.25,445,107.16
117.19,109.98,116.75,92.361,104.06,121.82,12,7,4110,54.8,54.4,53.4,1698,2439.75,129.02,132.65,12.571,580.9091,1290,420,129.74
116.94,102.76,89.64,74.826,108.06,125.07,20,0,25364,54.4,56,62.2,1999,2844.25,106.8004,115.822,8.589,1145.7233,1444,463,108.75
115.72,101.1,104.06,74.479,112.89,114.48,19,0,15880,49,52.1,48.1,1956,2310,121.767,128.6094,10.821,1334.5454,1495,510,105.04
111.93,129.54,118.67,90.972,104.06,95.03,18,1,23950,28.6,32.9,34.2,971,1049.25,105.6688,105.8562,10.893,1101,1332.5,495,107.09
123.06,109.09,137.25,96.181,117.39,125.71,22,0,23835,60.7,56,46.1,1171.5,1847,119.6225,114.4496,10.75,534.625,1442.5,540,109.75
111.51,103.64,100.29,81.076,104.06,106.04,20,0,16735,48.5,43.7,39.1,1679.75,2378.25,106.9263,118.0931,11.179,1108.5714,1455,560,119.25
143.94,134.24,136.33,83.507,117.39,110.7,20,0,17787,51.3,53.7,51,1195.75,1475,120.11,116.94,9.893,1388.4,1715.5,430,114.81
118.53,130.21,146.95,87.326,121.89,102.25,22,0,16260,48.1,53.6,54.3,1181.25,1789.25,120.4676,130.0979,10.75,892.2222,1222.5,440,106.3
118.33,126.95,107.8,88.715,126.18,106.04,20,0,31380.5,54.8,54.4,48.1,1329.5,1863.5,117.4496,113.3058,10.321,2231.4285,1520,440,97.74
118.18,111.29,115.83,92.708,108.06,105.09,20,0,19265,50.3,51.2,55,1761.5,2156.5,128.4495,134.8629,10.661,1286.6964,1535,540,116.21
113.47,115.31,117.2,95.139,133.93,135.55,22,0,31147,43.8,51.2,41.5,1342,2602.25,113.0886,120.7908,11.232,1325.5793,1335,470,121
113.37,114.97,113.77,62.153,112.89,104.34,16,3,11512,41.3,46,39.4,1560,2068.75,113.03,124.34,10.482,958.2857,1408,452.5,99.48
134.69,142.11,122.01,96.181,117.39,113.72,21,0,15291,43.4,49,48.2,1142,1864.75,140.9,150.71,12.571,860.0833,1535.25,410,113.29
112.93,103.32,100.29,70.312,100.43,101.57,15,4,11260,57,55.5,56.1,1738.25,2690,116.5653,124.0462,8.911,1330,1582.5,540,102.07
101.14,108.59,138.72,92.535,100.43,118.7,24,0,16076,44.1,49,42.4,1546,2068.25,126.9043,121.2301,11.589,1208.1,1455,490,91.47
122.12,116.12,135.98,87.5,117.39,135.55,12,7,6814.5,61.1,63.3,61.9,1719.25,2688.25,101.0231,109.6302,10.321,649.875,1265,470,113.29
119.42,121.83,98.16,94.965,130.38,135.55,22,0,21490,42.6,52.9,55,1535,1902,123.7278,132.1965,11.929,1954.9546,1232.5,389.5,129.44
143.94,122.84,107.43,97.396,100.43,135.55,21,0,16440,45.6,56,43.8,1398,1905.75,116.5,132.65,10.5,1263.013,1600.25,480,105.2
