CardSort_Unadj,Flanker_Unadj,ProcSpeed_Unadj,WM_Task_2bk_Acc,ListSort_Unadj,PicSeq_Unadj,PMAT24_A_CR,PMAT24_A_SI,PMAT24_A_RTCR,AngAffect_Unadj,FearAffect_Unadj,Sadness_Unadj,Relational_Task_Match_Median_RT,Relational_Task_Rel_Median_RT,PicVocab_Unadj,ReadEng_Unadj,Language_Task_Story_Avg_Difficulty_Level,VSPLOT_CRTE,IWRD_RTC,SCPT_TPRT,Endurance_Unadj
123.4,127.95,104.07,88.715,93.9,97.46,15,4,15650,43,43.8,55,1144.5,1841.75,113.14,123.8,10.464,881.7125,1362.5,420,113.29
121.72,125.78,131.64,81.25,117.39,109.47,22,0,28925,47.5,47.2,49.9,1479.5,2373.75,136.049,119.6239,12.429,1253,1142.5,410,121
118.76,115.73,144.47,85.937,108.06,107.09,23,0,14910,37.9,41.8,41.2,1318.25,1966.5,127.6962,129.4115,11.679,633,1267.5,520,118.5
114.38,115.12,146.95,86.285,108.06,121.82,17,2,31540,54.3,51.4,34.2,1427.5,1236.5,109.1192,112.4368,9.518,924.93054,1422.5,490,110.46
115.85,87.79,96.06,90.278,126.18,135.55,23,0,23668,46.3,49,45,1635.5,2360.75,125.7132,131.344,12.446,1898.7053,1330,470,135.12
100.89,91.72,97.15,96.354,117.39,135.55,20,0,14170.5,53,47.2,51.2,1450.75,2618.5,115.6296,112.3592,10.679,864.6429,1460,450,106.3
114.95,115.5,118.67,84.896,104.06,104.57,12,7,6594.5,44.8,51.2,44.7,1391.25,2222.5,113.6821,119.6187,10.75,984.0179,1690,450,133.05
133.93,119.7,122.44,83.333,121.89,118.7,19,0,13669,58.8,48.8,51.7,1519.5,2347.75,103.07,121.97,12.304,889.1518,1269.75,510,110.37
116.94,114.06,126.95,71.875,126.18,93.23,22,0,25875,38.2,49.3,42.6,1718,2320.75,133.7276,123.217,10.107,1373.75,1475,520,100.5
129.77,106.44,102.71,81.25,96.99,116.13,9,10,4498,39.6,48,39.1,1550.5,1698.25,105.42,115.19,10.357,1168,1435.5,452,89.97
105.43,98.07,102.91,78.646,112.89,121.82,21,0,21490,53.4,46.7,46.1,1465.5,2405,121.7409,120.6847,10.054,1665.7142,1785,470,107.36
118.13,104.54,115.83,87.153,130.38,105.09,19,0,13680,42.7,53.5,44.2,1241.5,1904,117.4663,125.3596,10.25,1110.8036,1312.5,450,107.24
139.01,116.85,137.25,90.104,112.89,118.7,24,0,45932.5,42.9,60.5,56.2,1327.5,1991,137.4778,134.7757,12.571,1345.4375,1357.5,550,122.1
106.54,108.4,100.96,84.896,112.89,125.07,21,0,29903,45.1,37.6,42.3,1566.5,2413.5,119.29,120.31,7.125,1247.3483,1419.5,437,104.74
114.09,106.41,115.83,93.75,126.18,135.55,23,0,19990,49.5,51.4,48.2,1697,2530.75,116.4542,114.4602,11.179,1425.625,1655,540,108.42
112.44,110.3,129.82,88.715,100.43,135.55,20,0,15654.5,52.4,49.9,46.1,1599.75,2219,114.9331,125.3818,11.179,1362.2858,1462.5,510,109.59
108.82,117.28,119.98,93.75,108.06,114.48,12,7,4180,43.7,43,34.2,1051.75,1657.75,135.6389,132.921,12,755.4464,1292.5,450,104.44
121.28,108.14,142.84,86.111,112.89,108.93,20,0,39425,46.8,58.3,44.7,1056,1882.5,111.4654,111.7691,10.821,1462.8572,1167.25,430,106.98
126.04,117.09,110.81,86.111,100.43,125.07,8,11,5452,42.4,46,34.2,1327.5,1585.5,102.32,100.03,9.304,1173.0209,1369,437,105.56
113.15,119.39,98.16,84.722,108.06,98.57,21,0,12940,54.9,46.8,45,1496.5,2614.5,116.7232,118.4551,12,1196.6666,1732.5,380,110.1
108.28,106.78,151.81,91.493,96.99,108.89,22,0,32835,39.4,49,43.6,1599.5,1857.5,124.1021,112.033,9.196,1582.2222,1137.5,470,127.06
126.65,109.62,119.98,96.181,108.06,97.46,22,0,9330,41.9,51.9,46.1,1101,1573.75,116.7398,125.1381,10.607,788.5714,1097.5,400,122.49
120.38,112.7,106.57,62.674,108.06,115.73,13,6,5910,43.8,46.7,34.2,1690.5,2677.25,106.8153,90.02322,8.929,1051.4286,2360,480,108.69
128.85,116.83,128.25,100,126.18,125.71,20,0,15240,41.4,48.5,42.6,1180,1678.25,113.9938,107.0149,10.821,1095.1704,1327.5,460,106.3
119.62,118.28,117.2,86.111,108.06,102.38,7,12,3090,47.5,49,49.9,2085,2551.75,109.9828,126.7189,11.446,728.125,1190,460,114.53
104.88,114.12,122.72,88.715,121.89,135.55,19,0,19490,45.6,49,43.3,1487.75,2375.25,126.2156,126.1058,9.393,1181.1154,1675,445,110.37
129.19,118.15,113.26,72.049,121.89,83.66,20,0,17538,52.8,46,45,1388.5,2000,112.13,109.32,10.893,927.5,1570,408,118.48
105.99,107.82,133.26,83.333,133.93,135.55,23,0,28548,46.2,51.2,45.6,1577.5,2235.75,121.5555,127.4157,11.732,1867.375,1942.5,460,122.02
106.64,105.85,137.25,86.285,133.93,101.64,15,4,11190,52.7,55.7,53.3,1197.5,1682.25,121.217,110.9038,10.321,1160.5358,1115,360,113.29
123.42,99.55,115.83,91.146,112.89,113.72,16,3,10770,60.1,64.9,54.7,1076.5,1734,119.0355,121.4681,11.857,1054,2445,490,98.91
120.05,120.7,137.25,81.944,108.06,125.71,24,0,34726,46.5,46,48,1107,1427.5,122.7243,118.6265,11.357,1584.0286,1382.5,450,125.43
109.7,112.21,125.64,87.5,96.99,113.72,9,10,5750,37.7,46.9,38.5,1632,2547.5,104.1698,106.7394,9.821,905.25977,1840,460,98.06
95.56,103.64,109.05,71.181,108.06,101.57,11,8,10119,47.2,54,43.6,2061.5,2502.25,110.6525,120.0696,9.625,1018.4286,1717.5,465,118.55
127.93,119.25,119.83,77.257,93.9,105.56,13,6,6369,42.8,45.9,34.2,1380,2056.5,121.44,124.43,11.107,855.4545,1618,460,112.75
118.6,104.72,118.67,92.361,126.18,125.71,20,0,14264,54.1,51.9,43.4,1095,1802.75,116.6664,111.8073,11.036,914.0179,1280,521,92.16
133.12,129.71,121.44,85.069,117.39,125.71,23,0,32730,45.6,49,51.2,1599,2224.25,130.78,129.12,10.232,1030.1,1235,550,112.32
109.19,119.16,114.52,87.326,104.06,103.93,10,9,5480,67.2,49.3,50,1598.5,2566.5,108.4124,105.4079,7.554,1119.0834,1095,430,106.89
119.69,103.46,96.06,91.146,117.39,95.13,18,1,19915,49.5,46,48.1,1743,2440,120.3936,127.3352,10.393,926.74603,1615,540,114.27
102.35,96.25,129.82,65.278,108.06,107.69,16,3,14714.5,46.4,58.3,53.4,1717.5,1417,110.9772,118.4842,7.589,726.075,1575,500,109.39
129.89,115.73,138.72,79.688,108.06,110.13,18,1,16665,59,49.3,45,1220.5,1837.25,117.965,104.7909,9.893,960.9286,1825,500,117.53
110.45,111.89,120.97,93.75,108.06,135.55,24,0,24825.5,44.5,49.2,39.6,1213,1839.75,130.62,123.76,11.179,1138.6517,1220,471,143.78
123.13,121.64,140.59,92.535,126.18,135.55,19,0,17260,28.6,32.9,34.2,1529.5,2117.5,119.674,120.8525,10.893,1073,1617.5,450,121
113.06,107.48,126.95,91.146,112.89,135.55,18,1,12294.5,43.9,42.9,43.3,1527,2425,116.5789,127.3842,10.179,1038.1818,1500,480,102.58
110.87,107.18,107.8,88.715,112.89,105.63,22,0,25615,62,67.2,57.5,1039,1118.75,130.8386,122.4627,9.232,1295,1182.5,390,124.42
125.09,122.95,133.26,73.264,121.89,116.13,21,0,11371,60.5,52.9,48.2,1323,1926.5,129.2438,125.4318,8.75,797.3269,1462.5,465,135.65
106.14,124.92,103.4,93.75,121.89,95.13,16,3,13155.5,28.6,32.9,34.2,1499,1687.25,108.15,102.52,8.982,782.3626,1910,510,103.75
125.81,112.21,135.98,94.965,108.06,109.04,10,9,3334.5,56.6,56,49.4,1221.5,1711.25,129.9566,112.7433,11.375,1066.2727,1494.5,475,115.59
111.01,117.09,111.39,85.069,108.06,91.62,12,7,6948.5,50.9,56,48.7,1509,1991,112.81,113.22,8.893,1299.6587,1868,508,86.16
119.45,130.09,118.67,80.903,121.89,125.71,8,11,3055,37.1,46,43,2088.5,2311.75,112.2355,111.7999,11.089,863.0833,1519.75,430,113.29
109.36,101.1,111.74,80.903,121.89,135.55,21,0,23180,41.3,51.2,43.8,1502,2357.25,123.86,123.47,9.607,972.1683,1766.75,438,110.5
133.93,127.53,112.82,80.903,121.89,119.72,9,10,2980,45.8,49,43.3,1231,2469.75,120.49,129.21,12.446,1155.7572,1208.75,426,122.24
107.22,97.65,110.12,74.479,112.89,112.39,18,1,14489,28.6,35.9,34.2,1204.5,2145.25,115.7736,125.9736,8.554,1229.9,1267.5,360,104.56
143.94,119.16,126.95,61.979,112.89,97.46,18,1,17459,42.6,42.7,43.3,2131.5,1985,107.95,110.94,9.411,1327.7233,2386.75,499,101.88
112.52,119.7,134.82,91.146,137.98,122.66,24,0,16364.5,42.4,42.3,42.2,1200.5,1783.5,120.0951,117.5717,10.929,956.25,1382.25,460,101.01
114.13,116.72,107.67,93.924,117.39,102.77,21,0,29031,44.5,46.7,39.6,1611,2316,120.06,135.73,9.929,1314.7142,1497.5,579,107.03
130.44,112.21,113.4,94.965,117.39,125.07,20,0,18608,52.8,56.5,48.1,1464,2632.25,113.7765,126.8726,11.732,980,1259.25,520,116.4
101.25,91.03,113.4,81.25,117.39,122.66,22,0,22214.5,49.8,51.2,49.3,1495,1675,135.8287,122.3495,11.589,1463.4197,1517.5,500,111.42
122.46,110.78,106.64,84.722,126.18,108.89,13,6,3380,46.3,43.9,38.5,1767.5,2188,128.67,124.23,12.161,672.8811,1457.5,490,114.93
116.53,122.84,124.09,84.549,112.89,125.71,21,0,29202,59,56,49.9,1479,2140.5,120.2,128.78,12.571,1403.9231,1209,455.5,113.29
114.04,113.5,106.57,94.965,130.38,125.71,22,0,24535,52,54.4,56.9,1591.25,2328,137.489,130.4456,10.464,893.125,1352.5,505,107.45
111.29,107.04,106.57,83.681,121.89,114.48,23,0,30030,52.3,46.9,47.9,1895.5,2175.25,128.147,140.3496,11.179,1358.2142,1475,540,115.92
111.2,114.7,98.16,93.75,108.06,94.1,16,3,10745,52.8,53.7,44.7,992,1926.75,119.6124,121.7059,11.375,1355.5,1932.5,490,102.24
118.71,123.33,96.06,78.646,108.06,125.07,21,0,21479,41.5,44.3,42.1,1423.5,2401,124.2677,123.9672,11.595,923.26624,1742.5,510,104.81
121.41,114.06,105.63,88.542,104.06,98.06,22,0,17030,44.3,51.2,34.2,1158,1880.75,120.91,107.1,11.571,1107.7,1275.25,453,127.84
128.57,119.58,129.49,96.354,130.38,135.55,22,0,18735,42.4,56,42.6,1156.5,1648.25,130.05,128.17,12.446,1405.5358,1222.5,420,109.15
121.37,106.66,119.98,86.111,108.06,106.6,17,2,20340,49.5,51.9,43.6,1034,1513.5,119.8017,120.3751,10.821,2172.7273,1395,440,117.03
107.93,94.89,131.64,93.924,121.89,135.55,23,0,15460,47.2,40.2,42.3,1327.5,2111.75,118.6114,112.8618,11.643,952,1210,480,130.25
121.94,113.2,129.82,82.465,108.06,119.72,21,0,27478,40.2,41.2,39.4,1571.25,2032,112.1803,107.1213,8.946,897.1429,1692.25,510,109.94
113.81,111.75,135.98,89.931,121.89,135.55,21,0,21950,44.3,52.9,43.3,1752.5,2213,117.2322,123.6347,11.179,1087.5,1605,480,104.62
116.67,107.87,106.99,83.681,93.9,125.71,21,0,26192,51.3,57.7,51.2,1591,2591.5,118.09,112.59,9.839,1111.3636,2052.75,480,116.73
99.44,115.12,138.72,54.167,84.63,109.04,11,8,9729,45.6,60.5,54.1,1630,2153.5,118.503,111.9881,10.321,611.9286,1422.5,450,106.3
128.43,129.71,138.72,89.757,126.18,125.71,20,0,12875,46,41.4,42.4,1243,1425.25,112.1385,116.625,11.804,998,1377.5,520,102.93
116.76,113.2,112.49,86.111,112.89,102.93,16,3,14157.5,44.3,54.2,34.2,1154.5,2306.5,113.53,111.47,10.321,1388.3,2098.25,442,103.16
110.55,114.12,140.59,91.319,108.06,116.13,13,6,11570,57.1,53.9,44.4,1319,1897.75,110.8964,134.8629,11.661,1014.44446,1182.5,460,113.29
120.2,127.66,109.05,96.354,112.89,116.13,9,10,3730,38,38.2,34.2,1412.5,1732.75,123.6488,124.8344,12.571,811.1111,1562.5,380,107.61
110.53,113.25,105.28,64.236,112.89,121.82,11,8,3860,58.6,51.2,44.5,1757,2009.5,94.57166,90.25671,10.679,850,1469.75,500,104.4
100.69,99.86,94.92,77.083,121.89,116.13,18,1,10905,43.3,38.6,34.2,1526,2866,112.885,115.2644,9.536,705.55554,1432.5,480,107.61
122.94,116.57,80.95,94.792,126.18,120.32,23,0,21510,33.3,32.9,42.6,1440,2083.75,124.1231,126.995,11.179,1037,1617.5,420,109.9
103.56,102.48,119.91,83.854,108.06,115.73,21,0,34024,50.3,51.2,45.6,1267.75,2287,115.23,126.42,10.071,1562.2322,1530.5,480,114.29
107.69,101.5,105.28,77.257,108.06,99.41,14,5,10430,52,51.2,48.2,1779.5,2521.5,114.0458,129.1732,11.179,1131.25,2420.25,520,102.59
124.56,108.14,114.52,74.826,117.39,90.52,11,8,5230,36.6,37.9,34.2,987,953.5,110.611,102.532,9.679,907.0455,2085,450,92.88
124.33,100.06,116.41,84.722,108.06,135.55,21,0,29309,43.9,58,51.2,1408,1896.25,126.37,126.73,11.5,1815.3125,1545.75,464,124.16
120.38,116.22,114.52,88.542,117.39,102.89,21,0,22100,43.9,52.9,44.7,1494,1860,137.5248,119.0828,10.679,1218,1657.5,450,118.3
110.66,104.13,121.22,87.326,108.06,135.55,21,0,23798,50.9,49.2,45.6,2029,2598.5,122.3657,124.5469,9.679,1795.4445,1652.5,560,103.94
107,115.57,113.4,86.458,112.89,102.56,20,0,31905.5,45.6,51,41.7,1533.5,2389.5,125.0357,127.9761,9.964,992.1,1790,440,121
114.71,112.38,110.2,59.896,112.89,95.73,16,3,22254,49,49.2,51,1336,1462.75,121.42,117.72,9.411,1162.1538,1680,470,112.32
107.62,104.82,102.91,60.069,96.99,107.51,16,3,17488,58.4,55,57.6,1249,2172.25,109.7278,97.46078,7.339,1518.75,1421.25,410,130.23
115.48,122.95,98.27,61.979,96.99,102.77,12,7,7314.5,54.8,54.4,56.7,1481,1402.5,121.77,111.3,6.714,791.30115,1562.25,500,107.15
109.65,98.37,111.11,82.292,121.89,102.18,21,0,13650,52.9,51.4,48.2,1139,1601.75,113.8779,119.13,11.714,985.4545,1310,480,102.07
102.73,102.37,110.12,87.326,112.89,109.04,21,0,18269,54.3,74.6,58.4,2075,2607.5,128.0781,123.7801,7.054,1251.4286,1292.5,470,121
106.99,100.88,97.15,76.042,100.43,109.96,15,4,7260,50.3,55.1,45.6,1507.75,1704.75,118.0032,106.207,8.25,1294.4445,1697.5,500,109.85
110.59,109.37,100.29,68.403,117.39,112,18,1,11815,52,53.1,43,1425,1909.25,117.3981,112.4593,7.768,991.1875,1317.5,470,107.16
107.45,94.69,100.29,78.646,96.99,102.93,9,10,5540,48,43.6,46.1,1323,2164.5,110.9394,130.739,12.571,1034.9108,1765,440,106.98
100.12,111.15,108.16,83.507,100.43,95.73,23,0,21970,39.6,42.9,49.9,1399,1915,123.85,120.19,10.482,806.7857,1155,500,100.36
125.08,120.9,121.22,91.146,126.18,112.39,19,0,10320,60.1,63.3,71.1,1133.5,1420,121.5183,117.6974,9.143,932.8571,1575,490,113.29
118.72,112.38,113.3,75,108.06,104.57,10,9,3370,38.8,53.7,42,1019,1534.25,99.33,96.26,8.536,1215.2,1431.75,450,101.89
119.16,115.73,140.59,89.931,144.5,125.71,23,0,16520,55.6,51.2,43.8,1272.5,1247,140.6941,134.7799,12.304,953.125,1390,465,108.46
106.99,120.36,112.5,84.896,100.43,107.69,7,12,4167,28.6,37.9,34.2,1692.25,2571.75,113.38,113.48,8.804,1051.5555,1314,508.5,106.8
128.45,117.18,113.13,92.535,108.06,99.24,20,0,13166,36.3,47.2,38.9,1287.5,2417,111,112.59,12.571,1233.8182,1724.5,438,129.91
109.44,109.37,117.2,63.194,108.06,110.13,9,10,4580,56.8,54.4,45.8,1559,1649.25,97.61468,97.31197,8.214,1057.617,1555,510,134.06
118.71,108.4,121.22,83.854,121.89,108.04,12,7,6360,48.7,51.9,46.1,1899,1998.5,121.3197,120.5173,11.804,1553.4127,1575,455,107.88
111.55,104.82,102.91,84.896,130.38,121.82,18,1,14110.5,33.3,39.6,38.5,1260.5,1573.75,124.8534,127.6141,9.589,954.44446,1722.5,480,127.1
119.07,105.15,103.81,87.5,117.39,93.97,23,0,33195,46.8,52.1,51.2,2114.75,2534.25,142.8,150.71,11.048,1697.375,1868,437,132.55
131.62,102.64,94.92,78.472,108.06,97.92,19,0,13220,45.8,51.4,44.8,1262.5,1961.25,123.8497,118.416,9.321,1084,1430,440,122.47
124.56,126.63,111.11,94.792,112.89,118.7,21,0,16250,44.1,51.2,48.1,1190.5,1762.75,135.6653,111.8254,10.75,916.25,1297.5,460,113.29
114.42,105.81,111.91,75.347,93.9,94.31,15,4,29570,49.8,55.5,57.5,1770.75,1964,101.94,103.58,8.411,1398.6923,2122.5,570,94.02
105.83,111.54,118.67,84.722,84.63,95.17,19,0,30091,42.8,42.9,46.4,1313.5,1539.25,132.6469,126.5767,10.607,1084.4642,1540,500,115.23
107.04,119.7,100.29,82.812,121.89,112,7,12,5920,40.8,43.7,45,1005,1779.5,109.4431,114.157,10.5,690,1595,460,98.91
120.88,136.02,94.92,94.965,100.43,115.73,23,0,34739,57.1,52.9,57.4,1448,1787,123.8137,132.6527,12.571,858,1760,460,127.84
128.45,117.28,124.18,83.507,112.89,112.39,15,4,21154,47.5,46,55,1309.5,1236,117.03,129.62,9.75,2132,1833,453,118.63
107.8,94.96,104.06,94.965,96.99,98.57,20,0,33865,38.9,46.3,38.9,935,830,113.7421,109.1613,9.893,1595.4546,1485,420,106.92
118.77,106.37,104.79,81.076,126.18,108.89,18,1,20043,36.9,49.6,39.4,1536.75,2073,109.89,117.75,9.75,867.4545,2024.25,468,104.76
131.62,109.9,145.54,97.569,117.39,102.09,19,0,9590,31.6,32.9,34.2,876.5,931.5,140.8151,135.7891,10.393,829,1040,400,108.69
108.63,111.89,110.33,91.319,126.18,135.55,14,5,9219,44.2,46.7,39.8,1334,1930.25,119.28,113.84,10.786,645.6,1468,447,100.05
122.87,113.5,126.83,78.299,126.18,114.48,18,1,15397.5,42.4,51.4,48.7,1340.5,1814.75,117.01,112.21,9.107,1008.125,1357.5,499,112
108.13,118.42,111.11,86.458,108.06,121.82,18,1,14451,44.2,49,34.2,1481.5,1734.75,123.1737,125.1485,9.482,993.1169,1445,460,104.03
117.96,107.98,114.52,83.854,108.06,125.07,22,0,28635,49.8,48.5,44.1,1509,2074.5,121.7991,123.3236,11.179,1384.2858,2210,550,125.39
111.43,111.24,110.33,41.319,96.99,120.32,13,6,12385,28.6,46,34.2,1550,2238.25,116.3,112.31,11.875,1366.9524,1856.5,428,101.16
114.09,107.48,124.27,85.069,108.06,125.07,21,0,31189,57,46,46.1,1822,2383,116.1135,128.0415,11.393,1583.7357,1650,440,93.07
130.15,114.97,115.83,87.5,117.39,135.55,11,8,4080,49,45.7,48.1,1895,2903,112.2165,111.3878,11.714,807.5,1780,480,93.25
104.63,92.08,103.24,92.361,117.39,102.89,21,0,22149,47.5,51.2,51.7,1595,2226.5,118.14,119.07,12.161,2237.125,1540.25,495,114.63
93.43,116.34,111.11,87.674,112.89,115.73,18,1,27003.5,52.8,57.7,51.7,1102.5,2167,123.6109,121.2175,8.625,2064.1875,1802,480,118.41
112.37,108.25,114.52,69.444,93.9,87.2,12,7,5870,43.3,58.3,54.7,1534.5,2347,112.2666,109.4165,11.5,1030.0892,1762.75,550,125.27
122.35,119.97,115.01,83.681,117.39,104.53,19,0,19360,52,49,48.1,1569,2055,119.67,134.86,12.571,781.4545,1373.25,406,125.07
113.58,97.68,124.27,68.229,126.18,108.04,15,4,14629,46,53.1,42.8,1572.5,2083,114.2385,113.5625,10.964,995.5714,1135,430,101.91
122.83,107.28,126.95,89.931,126.18,118.7,20,0,17143,46.3,43.7,38.9,1411.75,2049.25,110.2059,113.4772,11.179,1234.1428,1497.25,410,122.02
117.82,110.63,117.57,86.111,96.99,103.25,15,4,6960,43.7,48.5,39.8,1581.25,2329,111.21,114.29,8.857,1027,1470,455,106.3
108.73,108.31,110.06,88.542,117.39,116.13,19,0,16240,46,44,46.1,1517.5,1572.5,116,124.69,11.857,1109.7072,1720.25,415.5,121
138.87,120.07,138.72,89.931,121.89,122.66,21,0,15600,38.8,38.6,38.9,1237,2069,121.8092,124.1825,11.179,902.8571,1430,420,107.05
143.94,135.02,140.59,86.285,126.18,113.72,22,0,25045,41,51.9,42.7,865.5,952.25,123.8913,122.0112,11.679,923.3929,1090,390,118.94
123.42,119.39,150.84,88.715,104.06,97.65,13,6,5090,40.2,42,38.9,1308.5,2110.75,120.4706,126.1751,7.446,846.6667,1572.5,470,127.12
119.16,99.32,106.57,86.111,121.89,135.55,19,0,21520,49.6,56.5,48.5,1131.5,1727.5,106.503,119.1184,10.75,1280.1948,1385,470,106.3
124.87,120.07,121.22,97.569,100.43,112.39,8,11,4755,47.2,44.3,46.1,1021.5,994.75,103.231,108.5013,9.714,692.3295,1432.5,440,107.02
124.2,108.14,112.02,96.181,100.43,118.7,16,3,7995,37.9,46,45.7,1557.5,2352.25,116.37,109.54,11.089,1053.75,1475,540,106.3
103.29,107.92,108.47,69.792,108.06,92.5,14,5,25655.5,46.3,54,58.4,1707.25,2282,119.56,114.49,9.339,1238.55,1862.5,495,115.4
104.85,100.12,125.83,95.139,93.9,103.28,16,3,12245,51.1,57.7,49.4,1401.75,2066,126.33,131.34,11.875,1505.4236,1255.25,484,116.29
116.67,116.01,118.67,81.424,96.99,108.93,10,9,5485,47.5,51.2,42.2,1102.5,1108.5,99.82428,104.0624,10.179,1221.5714,2002.5,500,94.77
119.17,97.48,133.26,86.458,100.43,117.32,15,4,11469,47.5,51.2,38.9,1733.5,1862,112.5249,121.1627,9.893,1446.125,1280,470,137.86
113.18,107.12,122.72,93.576,108.06,112.39,14,5,10510,44.1,54.9,42.1,1177,1561,98.60051,97.95284,7.286,978.625,1615,500,123.31
109.27,106.32,131.64,80.035,112.89,122.66,19,0,30669,47.5,51.2,55,1958.25,2734.75,104.2118,105.3674,9.464,1101,1482.25,480,137.86
117.31,119.39,119.98,92.708,117.39,135.55,16,3,11125,37.1,40.2,38.9,1305,1980.5,125.617,136.0055,11.179,1036.591,1807.5,500,105.39
118.71,123.33,122.72,90.104,108.06,125.07,17,2,8820,51.8,62.7,52.7,1321,1793.5,130.8161,127.9889,10.179,747.0833,1255,450,138.71
122.17,125.71,120.44,97.569,93.9,135.55,22,0,17689,38.1,57,34.2,1321,1847.5,123.69,130.74,12.262,802.75,1244,468,120.33
117.45,124.78,140.59,91.146,104.06,135.55,23,0,20000,28.6,32.9,34.2,1845,2594,112.0597,119.3207,10.196,1232.8572,1395,515,105.22
115.28,119.16,107.88,84.896,112.89,105.63,22,0,12140.5,46,45.7,42.8,1269.5,1309.75,120.01,130.75,11.179,1199.4886,1357.5,460,111.18
117.59,114.12,102.91,82.118,117.39,135.55,20,0,17317,36.2,42.6,42,1770.5,2319.25,120.1907,111.4828,9.429,940.5536,1649.75,400,110.49
122.18,112.21,146.95,92.361,104.06,109.96,10,9,7145,46.2,46,48.1,1099.5,906.5,112.9724,94.23567,10.661,1188,1460,495,117.18
94.96,94.87,104.06,83.507,100.43,96.55,21,0,32218,48.4,51.2,41.5,1576.75,2256.25,118.4463,117.9919,8.179,1609.8572,1939.75,540,93.65
120.35,116.43,113.4,92.535,121.89,108.89,21,0,22151,49.8,53.7,50.8,1551.5,2239,135.6653,129.408,11,1697.1428,1760,490,104.7
112.17,123.22,83.25,76.215,108.06,87.1,20,0,33421,50.2,56,43.3,1707,2481.75,122.3772,141.3166,10.821,1192.625,1812.5,480,122.7
117.78,102.43,101.6,92.535,108.06,98.57,20,0,18360,52,51.2,45.6,1100.5,1581.5,135.3116,133.3478,10.179,1257.1428,1767.5,490,111.37
